Gen, Patch, NumGrabbers, NumStingers, MaxSpeed, MaxRotation, GrabberPref
0,0,1,0,42.1333,128.1624,0.5
0,0,1,0,28.71248,134.2003,0.5
0,0,1,0,40.00406,146.6056,0.5
0,0,1,0,49.66201,96.51009,0.5
0,0,1,0,15.05374,160.8395,0.5
0,0,1,0,48.17575,131.3928,0.5
0,0,1,0,12.53227,131.3195,0.5
0,0,1,0,45.50457,126.406,0.5
0,0,1,0,36.74599,111.747,0.5
0,0,1,0,38.34471,149.3476,0.5
0,0,1,0,44.97472,138.346,0.5
0,0,1,0,25.49172,119.2995,0.5
0,1,1,0,31.53513,145.5363,0.5
0,1,1,0,20.63818,130.3205,0.5
0,1,1,0,27.16999,178.2829,0.5
0,1,1,0,37.82239,118.134,0.5
0,1,1,0,43.50463,97.88297,0.5
0,1,1,0,49.7927,143.4373,0.5
0,1,1,0,31.65249,105.3046,0.5
0,1,1,0,31.97701,98.44113,0.5
0,1,1,0,43.04743,138.2675,0.5
0,1,1,0,29.79119,110.0199,0.5
0,1,1,0,35.43359,159.5147,0.5
0,1,1,0,28.62762,174.302,0.5
0,2,1,0,12.80808,119.2223,0.5
0,2,1,0,26.63565,108.2493,0.5
0,2,1,0,47.1538,163.4684,0.5
0,2,1,0,38.50721,174.9447,0.5
0,2,1,0,48.89451,178.5262,0.5
0,2,1,0,47.40133,127.9807,0.5
0,2,1,0,16.04769,154.7173,0.5
0,2,1,0,17.15673,94.24786,0.5
0,2,1,0,32.26036,144.3462,0.5
0,2,1,0,29.36003,165.8408,0.5
0,2,1,0,34.65761,132.6234,0.5
0,2,1,0,40.49229,94.51851,0.5
0,3,1,0,29.11788,152.099,0.5
0,3,1,0,30.14719,123.2507,0.5
0,3,1,0,39.54448,168.7029,0.5
0,3,1,0,45.9562,92.74015,0.5
0,3,1,0,23.52412,99.68565,0.5
0,3,1,0,35.75053,160.1656,0.5
0,3,1,0,40.07967,143.0751,0.5
0,3,1,0,12.82624,163.0652,0.5
0,3,1,0,40.16412,146.7647,0.5
0,3,1,0,29.26877,164.0735,0.5
0,3,1,0,33.22598,148.354,0.5
0,3,1,0,48.76777,144.599,0.5
0,4,1,0,49.099,169.1528,0.5
0,4,1,0,46.68527,160.8638,0.5
0,4,1,0,36.84853,168.5565,0.5
0,4,1,0,37.58578,113.7838,0.5
0,4,1,0,44.85988,103.3293,0.5
0,4,1,0,15.63419,134.4091,0.5
0,4,1,0,36.37455,152.481,0.5
0,4,1,0,40.99454,90.241,0.5
0,4,1,0,37.18643,123.8114,0.5
0,4,1,0,45.55635,129.979,0.5
0,4,1,0,34.29241,161.2873,0.5
0,4,1,0,31.83492,172.8495,0.5
0,5,1,0,43.56327,148.8062,0.5
0,5,1,0,21.82843,164.7804,0.5
0,5,1,0,36.77152,130.1761,0.5
0,5,1,0,16.98221,135.9829,0.5
0,5,1,0,17.66212,114.9579,0.5
0,5,1,0,23.98917,134.9878,0.5
0,5,1,0,24.32713,147.2109,0.5
0,5,1,0,35.50866,90.48949,0.5
0,5,1,0,38.81259,139.8627,0.5
0,5,1,0,13.57053,135.0592,0.5
0,5,1,0,39.48922,111.086,0.5
0,5,1,0,45.81819,166.5275,0.5
0,6,1,0,40.00252,116.5664,0.5
0,6,1,0,26.90432,144.7009,0.5
0,6,1,0,22.65681,113.668,0.5
0,6,1,0,40.5996,153.1251,0.5
0,6,1,0,16.23218,128.7322,0.5
0,6,1,0,33.48756,178.2449,0.5
0,6,1,0,43.57733,106.8988,0.5
0,6,1,0,12.05397,111.68,0.5
0,6,1,0,49.7936,152.5226,0.5
0,6,1,0,46.76908,122.8986,0.5
0,6,1,0,23.25315,135.1435,0.5
0,6,1,0,17.39058,108.3562,0.5
0,7,1,0,20.26032,163.666,0.5
0,7,1,0,17.63824,173.1179,0.5
0,7,1,0,35.45047,151.7991,0.5
0,7,1,0,46.76762,92.65029,0.5
0,7,1,0,41.02923,176.9855,0.5
0,7,1,0,21.82513,133.0207,0.5
0,7,1,0,40.58756,124.6393,0.5
0,7,1,0,20.72423,105.1859,0.5
0,7,1,0,42.05142,169.2751,0.5
0,7,1,0,33.44223,162.857,0.5
0,7,1,0,18.19274,140.075,0.5
0,7,1,0,13.17996,91.58527,0.5
0,8,1,0,13.17352,138.8193,0.5
0,8,1,0,41.1791,158.8288,0.5
0,8,1,0,36.01685,124.5985,0.5
0,8,1,0,12.81276,103.9905,0.5
0,8,1,0,45.79656,140.8346,0.5
0,8,1,0,40.67858,130.8388,0.5
0,8,1,0,23.28382,170.3387,0.5
0,8,1,0,32.29245,136.4393,0.5
0,8,1,0,46.22229,162.3578,0.5
0,8,1,0,19.15729,162.3705,0.5
0,8,1,0,11.1473,123.6933,0.5
0,8,1,0,19.15434,116.1621,0.5
0,9,1,0,43.70584,171.4599,0.5
0,9,1,0,40.74918,163.9786,0.5
0,9,1,0,43.77804,108.0698,0.5
0,9,1,0,16.46034,116.8116,0.5
0,9,1,0,49.38339,168.183,0.5
0,9,1,0,26.85993,150.4626,0.5
0,9,1,0,40.92403,98.6202,0.5
0,9,1,0,21.80731,161.8876,0.5
0,9,1,0,32.0869,148.3828,0.5
0,9,1,0,30.75148,133.326,0.5
0,9,1,0,29.1047,118.1723,0.5
0,9,1,0,35.73405,135.3466,0.5
1,0,1,0,49.7936,152.5226,0.5
1,0,1,0,49.7936,152.5226,0.5
1,0,1,0,45.81819,166.5275,0.5
1,0,1,0,31.53513,145.5363,0.5
1,0,1,0,13.17352,138.8193,0.5
1,0,1,0,30.14719,123.2507,0.5
1,0,1,0,13.17352,138.8193,0.5
1,0,1,0,18.19274,140.075,0.5
1,0,2,0,45.50457,126.406,0.5
1,0,1,0,36.84853,168.5565,0.5
1,0,1,0,45.81819,166.5275,0.5
1,0,1,0,49.7936,152.5226,0.5
1,1,1,0,49.7936,152.5226,0.5
1,1,1,0,36.84853,168.5565,0.5
1,1,1,0,13.17352,138.8193,0.5
1,1,1,0,13.17352,138.8193,0.5
1,1,1,0,32.26036,144.3462,0.5
1,1,1,0,30.14719,123.2507,0.5
1,1,1,0,30.75148,133.326,0.5
1,1,1,0,31.53513,145.5363,0.5
1,1,1,1,49.7936,152.5226,0.5
1,1,1,0,45.81819,166.5275,0.5
1,1,1,0,18.19274,140.075,0.5
1,1,1,0,45.50457,126.406,0.5
1,2,1,0,45.50457,126.406,0.5
1,2,1,0,36.84853,168.5565,0.5
1,2,1,0,45.50457,126.406,0.5
1,2,1,0,45.50457,126.406,0.5
1,2,1,0,13.17352,138.8193,0.5
1,2,1,0,32.26036,144.3462,0.5
1,2,1,0,18.19274,140.075,0.5
1,2,1,0,49.7936,152.5226,0.5
1,2,1,0,32.26036,144.3462,0.5
1,2,1,0,45.81819,166.5275,0.5
1,2,1,0,13.17352,138.8193,0.5
1,2,1,0,30.75148,133.326,0.5
1,3,1,0,30.75148,133.326,0.5
1,3,1,0,30.14719,123.2507,0.5
1,3,1,0,45.50457,126.406,0.5
1,3,1,0,31.53513,145.5363,0.5
1,3,1,0,30.75148,175.4367,0.5
1,3,1,0,32.26036,144.3462,0.5
1,3,1,0,31.53513,145.5363,0.5
1,3,1,1,36.84853,168.5565,0.5
1,3,1,1,30.14719,123.2507,0.5
1,3,1,0,30.14719,123.2507,0.5
1,3,1,0,30.14719,123.2507,0.5
1,3,1,0,32.26036,144.3462,0.5
1,4,1,0,31.53513,145.5363,0.5
1,4,1,0,36.84853,168.5565,0.5
1,4,2,0,45.50457,126.406,0.5
1,4,1,0,49.7936,152.5226,0.5
1,4,1,0,36.84853,168.5565,0.5
1,4,1,0,45.50457,126.406,0.5
1,4,1,0,32.26036,129.5986,0.5
1,4,1,0,36.84853,168.5565,0.5
1,4,1,0,13.17352,138.8193,0.5
1,4,1,0,18.19274,140.075,0.5
1,4,1,0,36.84853,168.5565,0.5
1,4,1,0,45.50457,126.406,0.5
1,5,1,0,18.19274,140.075,0.5
1,5,1,0,30.75148,133.326,0.5
1,5,1,0,32.26036,144.3462,0.5
1,5,1,0,32.26036,144.3462,0.5
1,5,1,0,13.17352,138.8193,0.5
1,5,1,0,13.17352,138.8193,0.5
1,5,1,0,30.14719,123.2507,0.5
1,5,1,0,36.84853,168.5565,0.5
1,5,1,0,13.17352,138.8193,0.5
1,5,1,0,45.81819,166.5275,0.5
1,5,1,0,45.81819,166.5275,0.5
1,5,1,0,30.75148,133.326,0.5
1,6,2,0,36.84853,168.5565,0.5
1,6,1,0,32.26036,144.3462,0.5
1,6,1,0,30.14719,123.2507,0.5
1,6,1,0,18.19274,140.075,0.5
1,6,1,0,18.19274,140.075,0.5
1,6,1,0,45.50457,126.406,0.5
1,6,1,0,45.81819,166.5275,0.5
1,6,1,0,45.50457,126.406,0.5
1,6,1,0,31.53513,145.5363,0.5
1,6,1,0,30.75148,133.326,0.5
1,6,1,0,31.53513,145.5363,0.5
1,6,1,0,49.7936,152.5226,0.5
1,7,0,0,36.84853,168.5565,0.5
1,7,1,0,45.81819,166.5275,0.5
1,7,1,0,31.53513,145.5363,0.5
1,7,1,0,45.81819,166.5275,0.5
1,7,1,0,31.53513,145.5363,0.5
1,7,1,0,30.75148,133.326,0.5
1,7,1,0,31.53513,145.5363,0.5
1,7,1,0,18.19274,140.075,0.5
1,7,1,0,49.7936,152.5226,0.5
1,7,1,0,18.19274,140.075,0.5
1,7,1,0,30.75148,133.326,0.5
1,7,1,0,18.19274,140.075,0.5
1,8,1,0,30.14719,123.2507,0.5
1,8,1,0,30.14719,123.2507,0.5
1,8,1,0,49.7936,152.5226,0.5
1,8,1,0,49.7936,152.5226,0.5
1,8,1,0,36.84853,168.5565,0.5
1,8,2,0,30.75148,133.326,0.5
1,8,1,0,18.19274,140.075,0.5
1,8,1,0,49.7936,152.5226,0.5
1,8,1,0,30.14719,123.2507,0.5
1,8,1,0,31.53513,145.5363,0.5
1,8,1,0,45.81819,166.5275,0.5
1,8,1,0,30.75148,133.326,0.5
1,9,1,0,45.81819,166.5275,0.5
1,9,1,0,30.14719,123.2507,0.5
1,9,1,0,30.75148,133.326,0.5
1,9,1,0,18.19274,140.075,0.5
1,9,1,0,32.26036,144.3462,0.5
1,9,1,0,45.50457,126.406,0.5
1,9,1,0,13.17352,138.8193,0.5
1,9,1,0,32.26036,144.3462,0.5
1,9,1,0,45.81819,166.5275,0.5
1,9,1,0,32.26036,144.3462,0.5
1,9,1,0,31.53513,145.5363,0.5
1,9,1,0,13.17352,138.8193,0.5
2,0,1,0,32.26036,144.3462,0.5
2,0,1,0,45.50457,126.406,0.5
2,0,1,0,49.7936,152.5226,0.5
2,0,1,0,31.53513,145.5363,0.5
2,0,1,0,45.50457,126.406,0.5
2,0,1,0,13.17352,138.8193,0.5
2,0,1,0,36.84853,168.5565,0.5
2,0,1,0,45.50457,126.406,0.5
2,0,1,0,49.7936,152.5226,0.5
2,0,2,0,45.50457,126.406,0.5
2,0,2,0,36.84853,168.5565,0.5
2,0,1,0,45.50457,126.406,0.5
2,1,1,0,45.50457,126.406,0.5
2,1,1,0,32.26036,144.3462,0.5
2,1,1,0,49.7936,152.5226,0.5
2,1,1,0,36.84853,168.5565,0.5
2,1,1,0,32.26036,144.3462,0.5
2,1,1,0,49.7936,152.5226,0.5
2,1,1,0,31.53513,145.5363,0.5
2,1,1,0,31.53513,145.5363,0.5
2,1,1,0,13.17352,138.8193,0.5
2,1,1,0,32.26036,144.3462,0.5
2,1,1,0,36.84853,168.5565,0.5
2,1,1,0,45.81819,166.5275,0.5
2,2,2,0,45.50457,126.406,0.4397641
2,2,1,0,45.50457,126.406,0.5
2,2,1,0,32.26036,144.3462,0.5
2,2,1,0,13.17352,138.8193,0.5
2,2,1,0,45.50457,126.406,0.5
2,2,1,0,45.81819,166.5275,0.5
2,2,1,0,45.50457,126.406,0.5
2,2,1,0,45.81819,166.5275,0.5
2,2,1,0,45.50457,126.406,0.5
2,2,2,0,45.50457,126.406,0.5
2,2,1,0,31.53513,145.5363,0.5
2,2,2,0,45.50457,126.406,0.5
2,3,1,0,13.17352,138.8193,0.5
2,3,1,0,31.53513,145.5363,0.5
2,3,1,0,13.17352,138.8193,0.5
2,3,1,0,49.7936,152.5226,0.5
2,3,2,0,45.50457,126.406,0.5
2,3,1,0,36.84853,168.5565,0.5
2,3,2,0,45.50457,126.406,0.5
2,3,2,0,45.50457,126.406,0.5
2,3,1,0,31.53513,145.5363,0.5
2,3,1,0,49.7936,152.5226,0.5
2,3,1,0,31.53513,145.5363,0.5
2,3,1,0,32.26036,144.3462,0.5
2,4,1,0,45.81819,166.5275,0.5
2,4,1,0,45.50457,126.406,0.5
2,4,1,0,31.53513,145.5363,0.5
2,4,1,0,32.26036,144.3462,0.5
2,4,2,0,45.50457,126.406,0.5
2,4,1,0,45.50457,126.406,0.5
2,4,1,0,32.26036,144.3462,0.5
2,4,1,0,32.26036,144.3462,0.5
2,4,1,0,45.50457,126.406,0.5
2,4,1,0,32.26036,144.3462,0.5
2,4,1,0,45.81819,166.5275,0.5
2,4,1,0,13.17352,138.8193,0.5
2,5,1,0,45.50457,126.406,0.5
2,5,1,0,13.17352,138.8193,0.5
2,5,1,0,32.26036,144.3462,0.5
2,5,1,0,49.7936,152.5226,0.5
2,5,1,0,45.50457,126.406,0.5
2,5,1,0,45.50457,126.406,0.5
2,5,1,0,32.26036,108.4971,0.5
2,5,1,0,45.50457,126.406,0.5
2,5,1,0,32.26036,144.3462,0.5
2,5,1,0,43.85706,126.406,0.5
2,5,1,0,36.84853,168.5565,0.8434417
2,5,1,0,13.17352,138.8193,0.5
2,6,1,0,49.7936,152.5226,0.5
2,6,1,0,45.81819,166.5275,0.5
2,6,1,0,36.84853,168.5565,0.5
2,6,1,0,49.7936,152.5226,0.5
2,6,1,0,32.26036,144.3462,0.5
2,6,1,0,32.26036,144.3462,0.5
2,6,1,0,45.50457,126.406,0.5
2,6,1,0,32.26036,144.3462,0.5
2,6,1,0,31.53513,145.5363,0.5
2,6,1,0,49.7936,152.5226,0.5
2,6,1,0,32.26036,144.3462,0.5
2,6,1,0,45.81819,166.5275,0.5
2,7,2,0,45.50457,126.406,0.5
2,7,1,0,32.26036,144.3462,0.5
2,7,2,0,45.50457,126.406,0.5
2,7,1,0,36.84853,168.5565,0.5
2,7,1,0,32.26036,144.3462,0.5
2,7,1,0,36.84853,168.5565,0.5
2,7,1,0,45.50457,126.406,0.5
2,7,1,0,31.53513,145.5363,0.5
2,7,1,0,13.17352,138.8193,0.5
2,7,2,0,45.50457,126.406,0.5
2,7,1,0,13.17352,138.8193,0.5
2,7,1,0,49.7936,152.5226,0.5
2,8,2,0,45.50457,126.406,0.5
2,8,1,0,49.7936,152.5226,0.5
2,8,1,0,32.26036,144.3462,0.5
2,8,1,0,32.26036,144.3462,0.5
2,8,1,0,45.50457,126.406,0.5
2,8,1,0,45.81819,166.5275,0.5
2,8,1,0,45.81819,166.5275,0.5
2,8,1,0,13.17352,138.8193,0.5
2,8,1,0,32.26036,144.3462,0.5
2,8,1,0,45.50457,126.406,0.5
2,8,1,0,45.50457,126.406,0.5
2,8,1,0,36.84853,168.5565,0.5
2,9,1,0,45.50457,126.406,0.5
2,9,1,0,31.53513,145.5363,0.5
2,9,1,0,45.81819,166.5275,0.5
2,9,1,0,36.84853,168.5565,0.5
2,9,1,0,36.84853,168.5565,0.5
2,9,1,0,32.26036,144.3462,0.5
2,9,1,0,13.17352,138.8193,0.5
2,9,1,0,31.53513,145.5363,0.5
2,9,1,0,32.26036,144.3462,0.5
2,9,2,0,45.50457,126.406,0.5
2,9,1,0,45.81819,166.5275,0.5
2,9,1,0,45.81819,166.5275,0.5
3,0,2,0,36.84853,168.5565,0.5
3,0,1,0,31.53513,145.5363,0.5
3,0,2,0,45.50457,126.406,0.5
3,0,1,0,32.26036,108.4971,0.5
3,0,1,0,13.17352,138.8193,0.5
3,0,2,0,45.50457,126.406,0.5
3,0,1,0,31.53513,145.5363,0.5
3,0,1,0,13.17352,138.8193,0.5
3,0,1,0,32.26036,108.4971,0.5
3,0,1,0,31.53513,145.5363,0.5
3,0,1,0,31.53513,145.5363,0.5
3,0,1,0,31.53513,145.5363,0.5
3,1,1,0,32.26036,108.4971,0.5
3,1,1,0,13.17352,138.8193,0.5
3,1,2,0,45.50457,126.406,0.4397641
3,1,1,0,31.53513,145.5363,0.5
3,1,2,0,45.50457,126.406,0.5
3,1,1,0,31.53513,145.5363,0.5
3,1,1,0,13.17352,138.8193,0.5
3,1,2,0,36.84853,168.5565,0.5
3,1,2,0,45.50457,126.406,0.5
3,1,2,0,45.50457,126.406,0.5
3,1,1,0,32.26036,108.4971,0.5
3,1,2,1,36.84853,168.5565,0.5
3,2,2,0,45.50457,126.406,0.4397641
3,2,1,0,13.17352,138.8193,0.5
3,2,1,0,43.88683,145.5363,0.5
3,2,2,0,45.50457,126.406,0.5
3,2,2,0,42.62588,126.406,0.5
3,2,2,0,45.50457,126.406,0.5
3,2,1,0,31.53513,145.5363,0.5
3,2,2,0,36.84853,168.5565,0.5
3,2,1,0,31.53513,145.5363,0.5
3,2,2,0,45.50457,126.406,0.5
3,2,1,0,32.26036,108.4971,0.5
3,2,1,0,13.17352,138.8193,0.5
3,3,2,0,45.50457,126.406,0.4397641
3,3,2,0,45.50457,126.406,0.5
3,3,2,0,36.84853,168.5565,0.5
3,3,2,0,45.50457,126.406,0.4397641
3,3,1,0,45.50457,126.406,0.5
3,3,2,0,45.50457,126.406,0.5
3,3,1,0,32.26036,108.4971,0.5
3,3,2,0,36.84853,168.5565,0.5
3,3,1,0,31.53513,145.5363,0.5
3,3,2,0,45.50457,126.406,0.4397641
3,3,1,0,32.26036,108.4971,0.5
3,3,2,0,45.50457,126.406,0.4397641
3,4,2,0,45.50457,126.406,0.5
3,4,1,0,13.17352,138.8193,0.5
3,4,1,0,13.17352,138.8193,0.5
3,4,2,0,36.84853,168.5565,0.5
3,4,2,0,45.50457,126.406,0.5
3,4,2,0,45.50457,126.406,0.5
3,4,1,0,32.26036,108.4971,0.5
3,4,1,0,31.53513,145.5363,0.5
3,4,2,0,12.87564,126.406,0.5
3,4,1,0,31.53513,145.5363,0.5
3,4,1,0,31.53513,145.5363,0.5
3,4,2,0,45.50457,126.406,0.5
3,5,1,0,45.50457,126.406,0.5
3,5,2,0,45.50457,126.406,0.5
3,5,2,0,45.50457,126.406,0.5
3,5,1,0,13.17352,138.8193,0.5
3,5,1,0,45.50457,126.406,0.5
3,5,2,0,45.50457,126.406,0.5
3,5,1,0,45.50457,126.406,0.5
3,5,2,0,45.50457,126.406,0.4397641
3,5,2,0,36.84853,168.5565,0.5
3,5,2,0,45.50457,126.406,0.5
3,5,1,0,31.53513,145.5363,0.5
3,5,1,0,31.53513,145.5363,0.5
3,6,2,0,45.50457,126.406,0.5
3,6,2,0,41.7048,126.406,0.5
3,6,1,0,31.53513,145.5363,0.5
3,6,1,0,32.26036,108.4971,0.5
3,6,2,0,45.50457,126.406,0.4397641
3,6,1,0,45.50457,126.406,0.5
3,6,2,0,36.84853,168.5565,0.5
3,6,1,0,31.53513,145.5363,0.5
3,6,2,0,45.50457,126.406,0.5
3,6,2,0,45.50457,126.406,0.5
3,6,2,1,45.50457,126.406,0.5
3,6,1,0,13.17352,138.8193,0.03000415
3,7,2,0,45.50457,126.406,0.5
3,7,1,0,32.26036,108.4971,0.5
3,7,2,0,36.84853,168.5565,0.5
3,7,1,0,31.53513,145.5363,0.5
3,7,2,0,45.50457,126.406,0.5
3,7,2,0,45.50457,126.406,0.5
3,7,1,0,31.53513,145.5363,0.5
3,7,1,0,45.50457,126.406,0.5
3,7,2,0,45.50457,126.406,0.5
3,7,1,0,13.17352,138.8193,0.5
3,7,0,0,45.50457,126.406,0.5
3,7,2,0,45.50457,126.406,0.4397641
3,8,3,0,36.84853,168.5565,0.5
3,8,1,0,32.26036,108.4971,0.5
3,8,2,0,45.50457,126.406,0.4397641
