Gen, Patch, NumGrabbers, NumStingers, GrabberPref
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena0,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena1,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena2,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena3,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena4,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena5,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena6,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena7,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena8,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena9,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena10,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena11,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena12,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
0,Arena13,1,0,0.5
